Year,biweekly,Station,Species,pres.abs
2004,4,214,CHUM,0
2004,4,218,CHUM,0
2004,4,220,CHUM,0
2004,4,230,CHUM,1
2005,1,214,CHUM,0
2005,1,218,CHUM,0
2005,1,220,CHUM,0
2005,1,230,CHUM,0
2005,2,214,CHUM,0
2005,2,218,CHUM,0
2005,2,220,CHUM,0
2005,2,230,CHUM,0
2005,3,214,CHUM,0
2005,3,218,CHUM,0
2005,3,220,CHUM,0
2005,3,230,CHUM,0
2005,4,214,CHUM,1
2005,4,218,CHUM,0
2005,4,220,CHUM,0
2005,4,230,CHUM,0
2006,1,214,CHUM,0
2006,1,218,CHUM,0
2006,1,220,CHUM,0
2006,1,230,CHUM,0
2006,2,214,CHUM,0
2006,2,218,CHUM,0
2006,2,220,CHUM,0
2006,2,230,CHUM,0
2006,3,214,CHUM,0
2006,3,218,CHUM,0
2006,3,220,CHUM,0
2006,3,230,CHUM,0
2006,4,214,CHUM,0
2006,4,218,CHUM,0
2006,4,220,CHUM,0
2006,4,230,CHUM,0
2007,1,214,CHUM,0
2007,1,218,CHUM,0
2007,1,220,CHUM,0
2007,1,230,CHUM,0
2007,2,214,CHUM,0
2007,2,218,CHUM,0
2007,2,220,CHUM,0
2007,2,230,CHUM,0
2007,3,214,CHUM,0
2007,3,218,CHUM,0
2007,3,220,CHUM,1
2007,3,230,CHUM,0
2007,4,214,CHUM,0
2007,4,218,CHUM,0
2007,4,220,CHUM,0
2007,4,230,CHUM,0
2008,1,214,CHUM,0
2008,1,218,CHUM,0
2008,1,220,CHUM,0
2008,1,230,CHUM,0
2008,2,214,CHUM,0
2008,2,218,CHUM,0
2008,2,220,CHUM,0
2008,2,230,CHUM,0
2008,3,214,CHUM,0
2008,3,218,CHUM,0
2008,3,220,CHUM,1
2008,3,230,CHUM,0
2008,4,214,CHUM,0
2008,4,218,CHUM,1
2008,4,220,CHUM,1
2008,4,230,CHUM,0
2009,1,214,CHUM,0
2009,1,218,CHUM,0
2009,1,220,CHUM,0
2009,1,230,CHUM,0
2009,2,214,CHUM,0
2009,2,218,CHUM,0
2009,2,220,CHUM,0
2009,2,230,CHUM,0
2009,3,214,CHUM,0
2009,3,218,CHUM,0
2009,3,220,CHUM,1
2009,3,230,CHUM,0
2009,4,214,CHUM,0
2009,4,218,CHUM,0
2009,4,220,CHUM,0
2009,4,230,CHUM,1
2010,1,214,CHUM,0
2010,1,218,CHUM,0
2010,1,230,CHUM,0
2010,2,214,CHUM,0
2010,2,218,CHUM,0
2010,2,220,CHUM,0
2010,2,230,CHUM,0
2010,3,214,CHUM,0
2010,3,218,CHUM,0
2010,3,220,CHUM,0
2010,3,230,CHUM,0
2010,4,214,CHUM,0
2010,4,218,CHUM,0
2010,4,220,CHUM,0
2010,4,230,CHUM,0
2011,1,214,CHUM,0
2011,1,218,CHUM,0
2011,1,220,CHUM,0
2011,1,230,CHUM,0
2011,2,214,CHUM,0
2011,2,218,CHUM,1
2011,2,220,CHUM,0
2011,2,230,CHUM,0
2011,3,214,CHUM,0
2011,3,218,CHUM,1
2011,3,220,CHUM,0
2011,3,230,CHUM,0
2011,4,214,CHUM,1
2011,4,218,CHUM,0
2011,4,220,CHUM,0
2011,4,230,CHUM,0
2012,1,214,CHUM,0
2012,1,218,CHUM,0
2012,1,220,CHUM,0
2012,1,230,CHUM,0
2012,2,214,CHUM,0
2012,2,218,CHUM,0
2012,2,220,CHUM,0
2012,2,230,CHUM,0
2012,3,214,CHUM,0
2012,3,218,CHUM,0
2012,3,220,CHUM,0
2012,3,230,CHUM,0
2012,4,214,CHUM,0
2012,4,218,CHUM,0
2012,4,220,CHUM,0
2012,4,230,CHUM,0
2013,1,214,CHUM,0
2013,1,218,CHUM,0
2013,1,220,CHUM,0
2013,1,230,CHUM,0
2013,2,214,CHUM,0
2013,2,218,CHUM,0
2013,2,220,CHUM,0
2013,2,230,CHUM,0
2013,3,214,CHUM,0
2013,3,218,CHUM,0
2013,3,220,CHUM,0
2013,3,230,CHUM,0
2013,4,214,CHUM,0
2013,4,218,CHUM,0
2013,4,220,CHUM,0
2013,4,230,CHUM,0
2014,1,214,CHUM,0
2014,1,218,CHUM,0
2014,1,220,CHUM,0
2014,1,230,CHUM,0
2014,2,214,CHUM,0
2014,2,218,CHUM,0
2014,2,220,CHUM,0
2014,2,230,CHUM,0
2014,3,214,CHUM,0
2014,3,218,CHUM,0
2014,3,220,CHUM,0
2014,3,230,CHUM,0
2014,4,214,CHUM,0
2014,4,218,CHUM,0
2014,4,220,CHUM,0
2014,4,230,CHUM,0
2015,1,214,CHUM,0
2015,1,218,CHUM,0
2015,1,220,CHUM,0
2015,1,230,CHUM,0
2015,2,214,CHUM,1
2015,2,218,CHUM,0
2015,2,220,CHUM,0
2015,2,230,CHUM,0
2015,3,214,CHUM,0
2015,3,218,CHUM,0
2015,3,220,CHUM,0
2015,3,230,CHUM,0
2015,4,214,CHUM,0
2015,4,218,CHUM,0
2015,4,220,CHUM,0
2015,4,230,CHUM,0
2016,1,214,CHUM,0
2016,1,218,CHUM,0
2016,1,220,CHUM,0
2016,1,230,CHUM,0
2016,2,214,CHUM,0
2016,2,218,CHUM,0
2016,2,220,CHUM,0
2016,2,230,CHUM,0
2016,3,214,CHUM,1
2016,3,218,CHUM,0
2016,3,220,CHUM,1
2016,3,230,CHUM,0
2016,4,214,CHUM,0
2016,4,218,CHUM,1
2016,4,220,CHUM,0
2016,4,230,CHUM,0
2017,1,214,CHUM,0
2017,1,218,CHUM,1
2017,1,220,CHUM,0
2017,1,230,CHUM,0
2017,2,214,CHUM,0
2017,2,218,CHUM,0
2017,2,220,CHUM,0
2017,2,230,CHUM,1
2017,3,214,CHUM,0
2017,3,218,CHUM,0
2017,3,220,CHUM,0
2017,3,230,CHUM,0
2017,4,214,CHUM,0
2017,4,218,CHUM,0
2017,4,220,CHUM,0
2017,4,230,CHUM,0
2018,1,214,CHUM,0
2018,1,220,CHUM,0
2018,1,230,CHUM,0
2018,2,214,CHUM,0
2018,2,218,CHUM,0
2018,2,220,CHUM,0
2018,2,230,CHUM,0
2018,3,214,CHUM,0
2018,3,218,CHUM,0
2018,3,220,CHUM,0
2018,3,230,CHUM,0
2018,4,214,CHUM,0
2018,4,218,CHUM,1
2018,4,220,CHUM,0
2018,4,230,CHUM,0
2001,1,230,ELPT,0
2001,2,218,ELPT,0
2001,2,220,ELPT,0
2001,2,230,ELPT,0
2001,3,218,ELPT,0
2001,3,220,ELPT,1
2001,3,230,ELPT,0
2001,4,218,ELPT,0
2001,4,220,ELPT,0
2001,4,230,ELPT,0
2002,1,214,ELPT,0
2002,1,218,ELPT,0
2002,1,220,ELPT,0
2002,1,230,ELPT,0
2002,2,214,ELPT,0
2002,2,218,ELPT,0
2002,2,220,ELPT,0
2002,2,230,ELPT,0
2002,3,214,ELPT,0
2002,3,218,ELPT,0
2002,3,220,ELPT,0
2002,3,230,ELPT,0
2002,4,214,ELPT,0
2002,4,218,ELPT,0
2002,4,220,ELPT,0
2002,4,230,ELPT,0
2003,1,214,ELPT,0
2003,1,218,ELPT,0
2003,1,220,ELPT,0
2003,1,230,ELPT,0
2003,2,214,ELPT,0
2003,2,218,ELPT,0
2003,2,220,ELPT,0
2003,2,230,ELPT,0
2003,3,214,ELPT,0
2003,3,218,ELPT,0
2003,3,220,ELPT,0
2003,3,230,ELPT,0
2003,4,214,ELPT,0
2003,4,218,ELPT,0
2003,4,220,ELPT,0
2003,4,230,ELPT,0
2004,1,214,ELPT,0
2004,1,218,ELPT,0
2004,1,220,ELPT,0
2004,1,230,ELPT,0
2004,2,214,ELPT,0
2004,2,218,ELPT,0
2004,2,220,ELPT,0
2004,2,230,ELPT,0
2004,3,214,ELPT,0
2004,3,218,ELPT,0
2004,3,220,ELPT,0
2004,3,230,ELPT,0
2004,4,214,ELPT,0
2004,4,218,ELPT,0
2004,4,220,ELPT,0
2004,4,230,ELPT,0
2005,1,214,ELPT,0
2005,1,218,ELPT,0
2005,1,220,ELPT,0
2005,1,230,ELPT,0
2005,2,214,ELPT,0
2005,2,218,ELPT,0
2005,2,220,ELPT,0
2005,2,230,ELPT,0
2005,3,214,ELPT,0
2005,3,218,ELPT,0
2005,3,220,ELPT,0
2005,3,230,ELPT,0
2005,4,214,ELPT,0
2005,4,218,ELPT,0
2005,4,220,ELPT,0
2005,4,230,ELPT,0
2006,1,214,ELPT,0
2006,1,218,ELPT,0
2006,1,220,ELPT,0
2006,1,230,ELPT,0
2006,2,214,ELPT,0
2006,2,218,ELPT,0
2006,2,220,ELPT,0
2006,2,230,ELPT,0
2006,3,214,ELPT,0
2006,3,218,ELPT,0
2006,3,220,ELPT,0
2006,3,230,ELPT,0
2006,4,214,ELPT,0
2006,4,218,ELPT,0
2006,4,220,ELPT,0
2006,4,230,ELPT,0
2007,1,214,ELPT,0
2007,1,218,ELPT,0
2007,1,220,ELPT,0
2007,1,230,ELPT,0
2007,2,214,ELPT,0
2007,2,218,ELPT,0
2007,2,220,ELPT,0
2007,2,230,ELPT,0
2007,3,214,ELPT,0
2007,3,218,ELPT,0
2007,3,220,ELPT,0
2007,3,230,ELPT,0
2007,4,214,ELPT,0
2007,4,218,ELPT,0
2007,4,220,ELPT,0
2007,4,230,ELPT,0
2008,1,214,ELPT,0
2008,1,218,ELPT,0
2008,1,220,ELPT,0
2008,1,230,ELPT,0
2008,2,214,ELPT,0
2008,2,218,ELPT,0
2008,2,220,ELPT,0
2008,2,230,ELPT,0
2008,3,214,ELPT,0
2008,3,218,ELPT,0
2008,3,220,ELPT,0
2008,3,230,ELPT,0
2008,4,214,ELPT,0
2008,4,218,ELPT,0
2008,4,220,ELPT,0
2008,4,230,ELPT,0
2009,1,214,ELPT,0
2009,1,218,ELPT,0
2009,1,220,ELPT,0
2009,1,230,ELPT,0
2009,2,214,ELPT,0
2009,2,218,ELPT,0
2009,2,220,ELPT,0
2009,2,230,ELPT,0
2009,3,214,ELPT,0
2009,3,218,ELPT,0
2009,3,220,ELPT,0
2009,3,230,ELPT,0
2009,4,214,ELPT,0
2009,4,218,ELPT,0
2009,4,220,ELPT,0
2009,4,230,ELPT,0
2010,1,214,ELPT,0
2010,1,218,ELPT,0
2010,1,230,ELPT,0
2010,2,214,ELPT,0
2010,2,218,ELPT,0
2010,2,220,ELPT,0
2010,2,230,ELPT,0
2010,3,214,ELPT,0
2010,3,218,ELPT,0
2010,3,220,ELPT,0
2010,3,230,ELPT,0
2010,4,214,ELPT,0
2010,4,218,ELPT,0
2010,4,220,ELPT,0
2010,4,230,ELPT,0
2011,1,214,ELPT,0
2011,1,218,ELPT,0
2011,1,220,ELPT,0
2011,1,230,ELPT,0
2011,2,214,ELPT,0
2011,2,218,ELPT,0
2011,2,220,ELPT,0
2011,2,230,ELPT,0
2011,3,214,ELPT,0
2011,3,218,ELPT,0
2011,3,220,ELPT,0
2011,3,230,ELPT,0
2011,4,214,ELPT,0
2011,4,218,ELPT,0
2011,4,220,ELPT,0
2011,4,230,ELPT,0
2012,1,214,ELPT,0
2012,1,218,ELPT,0
2012,1,220,ELPT,0
2012,1,230,ELPT,0
2012,2,214,ELPT,0
2012,2,218,ELPT,0
2012,2,220,ELPT,0
2012,2,230,ELPT,0
2012,3,214,ELPT,0
2012,3,218,ELPT,0
2012,3,220,ELPT,0
2012,3,230,ELPT,0
2012,4,214,ELPT,0
2012,4,218,ELPT,0
2012,4,220,ELPT,0
2012,4,230,ELPT,0
2013,1,214,ELPT,0
2013,1,218,ELPT,0
2013,1,220,ELPT,0
2013,1,230,ELPT,0
2013,2,214,ELPT,0
2013,2,218,ELPT,0
2013,2,220,ELPT,0
2013,2,230,ELPT,0
2013,3,214,ELPT,0
2013,3,218,ELPT,0
2013,3,220,ELPT,0
2013,3,230,ELPT,0
2013,4,214,ELPT,0
2013,4,218,ELPT,0
2013,4,220,ELPT,0
2013,4,230,ELPT,0
2014,1,214,ELPT,0
2014,1,218,ELPT,0
2014,1,220,ELPT,0
2014,1,230,ELPT,0
2014,2,214,ELPT,0
2014,2,218,ELPT,0
2014,2,220,ELPT,0
2014,2,230,ELPT,0
2014,3,214,ELPT,0
2014,3,218,ELPT,0
2014,3,220,ELPT,0
2014,3,230,ELPT,0
2014,4,214,ELPT,0
2014,4,218,ELPT,0
2014,4,220,ELPT,0
2014,4,230,ELPT,0
2015,1,214,ELPT,0
2015,1,218,ELPT,0
2015,1,220,ELPT,0
2015,1,230,ELPT,0
2015,2,214,ELPT,0
2015,2,218,ELPT,0
2015,2,220,ELPT,0
2015,2,230,ELPT,0
2015,3,214,ELPT,0
2015,3,218,ELPT,0
2015,3,220,ELPT,0
2015,3,230,ELPT,0
2015,4,214,ELPT,0
2015,4,218,ELPT,0
2015,4,220,ELPT,0
2015,4,230,ELPT,0
2016,1,214,ELPT,0
2016,1,218,ELPT,0
2016,1,220,ELPT,0
2016,1,230,ELPT,0
2016,2,214,ELPT,0
2016,2,218,ELPT,0
2016,2,220,ELPT,0
2016,2,230,ELPT,0
2016,3,214,ELPT,0
2016,3,218,ELPT,0
2016,3,220,ELPT,0
2016,3,230,ELPT,0
2016,4,214,ELPT,0
2016,4,218,ELPT,0
2016,4,220,ELPT,0
2016,4,230,ELPT,0
2017,1,214,ELPT,0
2017,1,218,ELPT,0
2017,1,220,ELPT,0
2017,1,230,ELPT,0
2017,2,214,ELPT,0
2017,2,218,ELPT,0
2017,2,220,ELPT,0
2017,2,230,ELPT,0
2017,3,214,ELPT,0
2017,3,218,ELPT,0
2017,3,220,ELPT,0
2017,3,230,ELPT,0
2017,4,214,ELPT,0
2017,4,218,ELPT,0
2017,4,220,ELPT,0
2017,4,230,ELPT,0
2018,1,214,ELPT,0
2018,1,220,ELPT,0
2018,1,230,ELPT,0
2018,2,214,ELPT,0
2018,2,218,ELPT,0
2018,2,220,ELPT,0
2018,2,230,ELPT,0
2018,3,214,ELPT,0
2018,3,218,ELPT,0
2018,3,220,ELPT,0
2018,3,230,ELPT,0
2018,4,214,ELPT,0
2018,4,218,ELPT,0
2018,4,220,ELPT,0
2018,4,230,ELPT,0
2001,1,230,KPGL,0
2001,2,218,KPGL,0
2001,2,220,KPGL,0
2001,2,230,KPGL,0
2001,3,218,KPGL,0
2001,3,220,KPGL,0
2001,3,230,KPGL,0
2001,4,218,KPGL,0
2001,4,220,KPGL,0
2001,4,230,KPGL,0
2002,1,214,KPGL,0
2002,1,218,KPGL,0
2002,1,220,KPGL,0
2002,1,230,KPGL,0
2002,2,214,KPGL,0
2002,2,218,KPGL,0
2002,2,220,KPGL,0
2002,2,230,KPGL,0
2002,3,214,KPGL,0
2002,3,218,KPGL,0
2002,3,220,KPGL,0
2002,3,230,KPGL,0
2002,4,214,KPGL,0
2002,4,218,KPGL,0
2002,4,220,KPGL,0
2002,4,230,KPGL,0
2003,1,214,KPGL,0
2003,1,218,KPGL,0
2003,1,220,KPGL,0
2003,1,230,KPGL,0
2003,2,214,KPGL,0
2003,2,218,KPGL,0
2003,2,220,KPGL,0
2003,2,230,KPGL,0
2003,3,214,KPGL,0
2003,3,218,KPGL,0
2003,3,220,KPGL,0
2003,3,230,KPGL,0
2003,4,214,KPGL,0
2003,4,218,KPGL,0
2003,4,220,KPGL,0
2003,4,230,KPGL,0
2004,1,214,KPGL,0
2004,1,218,KPGL,0
2004,1,220,KPGL,0
2004,1,230,KPGL,0
2004,2,214,KPGL,0
2004,2,218,KPGL,0
2004,2,220,KPGL,0
2004,2,230,KPGL,0
2004,3,214,KPGL,0
2004,3,218,KPGL,0
2004,3,220,KPGL,0
2004,3,230,KPGL,0
2004,4,214,KPGL,0
2004,4,218,KPGL,0
2004,4,220,KPGL,0
2004,4,230,KPGL,0
2005,1,214,KPGL,0
2005,1,218,KPGL,0
2005,1,220,KPGL,0
2005,1,230,KPGL,0
2005,2,214,KPGL,0
2005,2,218,KPGL,0
2005,2,220,KPGL,0
2005,2,230,KPGL,0
2005,3,214,KPGL,0
2005,3,218,KPGL,0
2005,3,220,KPGL,0
2005,3,230,KPGL,0
2005,4,214,KPGL,0
2005,4,218,KPGL,0
2005,4,220,KPGL,0
2005,4,230,KPGL,0
2006,1,214,KPGL,0
2006,1,218,KPGL,0
2006,1,220,KPGL,0
2006,1,230,KPGL,0
2006,2,214,KPGL,0
2006,2,218,KPGL,0
2006,2,220,KPGL,0
2006,2,230,KPGL,0
2006,3,214,KPGL,0
2006,3,218,KPGL,0
2006,3,220,KPGL,0
2006,3,230,KPGL,0
2006,4,214,KPGL,0
2006,4,218,KPGL,0
2006,4,220,KPGL,0
2006,4,230,KPGL,0
2007,1,214,KPGL,0
2007,1,218,KPGL,0
2007,1,220,KPGL,0
2007,1,230,KPGL,0
2007,2,214,KPGL,0
2007,2,218,KPGL,0
2007,2,220,KPGL,0
2007,2,230,KPGL,0
2007,3,214,KPGL,0
2007,3,218,KPGL,0
2007,3,220,KPGL,0
2007,3,230,KPGL,0
2007,4,214,KPGL,0
2007,4,218,KPGL,0
2007,4,220,KPGL,0
2007,4,230,KPGL,0
2008,1,214,KPGL,0
2008,1,218,KPGL,0
2008,1,220,KPGL,0
2008,1,230,KPGL,0
2008,2,214,KPGL,0
2008,2,218,KPGL,0
2008,2,220,KPGL,0
2008,2,230,KPGL,0
2008,3,214,KPGL,0
2008,3,218,KPGL,0
2008,3,220,KPGL,0
2008,3,230,KPGL,0
2008,4,214,KPGL,0
2008,4,218,KPGL,0
2008,4,220,KPGL,0
2008,4,230,KPGL,0
2009,1,214,KPGL,0
2009,1,218,KPGL,0
2009,1,220,KPGL,0
2009,1,230,KPGL,0
2009,2,214,KPGL,0
2009,2,218,KPGL,0
2009,2,220,KPGL,0
2009,2,230,KPGL,0
2009,3,214,KPGL,0
2009,3,218,KPGL,0
2009,3,220,KPGL,0
2009,3,230,KPGL,0
2009,4,214,KPGL,0
2009,4,218,KPGL,0
2009,4,220,KPGL,0
2009,4,230,KPGL,0
2010,1,214,KPGL,0
2010,1,218,KPGL,0
2010,1,230,KPGL,0
2010,2,214,KPGL,0
2010,2,218,KPGL,0
2010,2,220,KPGL,0
2010,2,230,KPGL,0
2010,3,214,KPGL,0
2010,3,218,KPGL,0
2010,3,220,KPGL,0
2010,3,230,KPGL,0
2010,4,214,KPGL,0
2010,4,218,KPGL,0
2010,4,220,KPGL,0
2010,4,230,KPGL,0
2011,1,214,KPGL,0
2011,1,218,KPGL,0
2011,1,220,KPGL,0
2011,1,230,KPGL,0
2011,2,214,KPGL,0
2011,2,218,KPGL,0
2011,2,220,KPGL,0
2011,2,230,KPGL,0
2011,3,214,KPGL,0
2011,3,218,KPGL,0
2011,3,220,KPGL,0
2011,3,230,KPGL,0
2011,4,214,KPGL,0
2011,4,218,KPGL,0
2011,4,220,KPGL,0
2011,4,230,KPGL,0
2012,1,214,KPGL,0
2012,1,218,KPGL,0
2012,1,220,KPGL,0
2012,1,230,KPGL,0
2012,2,214,KPGL,0
2012,2,218,KPGL,0
2012,2,220,KPGL,0
2012,2,230,KPGL,0
2012,3,214,KPGL,0
2012,3,218,KPGL,0
2012,3,220,KPGL,0
2012,3,230,KPGL,0
2012,4,214,KPGL,0
2012,4,218,KPGL,0
2012,4,220,KPGL,0
2012,4,230,KPGL,0
2013,1,214,KPGL,0
2013,1,218,KPGL,0
2013,1,220,KPGL,0
2013,1,230,KPGL,0
2013,2,214,KPGL,0
2013,2,218,KPGL,0
2013,2,220,KPGL,0
2013,2,230,KPGL,0
2013,3,214,KPGL,0
2013,3,218,KPGL,0
2013,3,220,KPGL,0
2013,3,230,KPGL,0
2013,4,214,KPGL,0
2013,4,218,KPGL,0
2013,4,220,KPGL,0
2013,4,230,KPGL,0
2014,1,214,KPGL,0
2014,1,218,KPGL,0
2014,1,220,KPGL,0
2014,1,230,KPGL,0
2014,2,214,KPGL,0
2014,2,218,KPGL,0
2014,2,220,KPGL,0
2014,2,230,KPGL,0
2014,3,214,KPGL,0
2014,3,218,KPGL,0
2014,3,220,KPGL,0
2014,3,230,KPGL,0
2014,4,214,KPGL,0
2014,4,218,KPGL,0
2014,4,220,KPGL,0
2014,4,230,KPGL,0
2015,1,214,KPGL,0
2015,1,218,KPGL,0
2015,1,220,KPGL,0
2015,1,230,KPGL,0
2015,2,214,KPGL,0
2015,2,218,KPGL,0
2015,2,220,KPGL,0
2015,2,230,KPGL,0
2015,3,214,KPGL,0
2015,3,218,KPGL,0
2015,3,220,KPGL,0
2015,3,230,KPGL,0
2015,4,214,KPGL,0
2015,4,218,KPGL,0
2015,4,220,KPGL,0
2015,4,230,KPGL,0
2016,1,214,KPGL,0
2016,1,218,KPGL,0
2016,1,220,KPGL,0
2016,1,230,KPGL,0
2016,2,214,KPGL,0
2016,2,218,KPGL,0
2016,2,220,KPGL,0
2016,2,230,KPGL,0
2016,3,214,KPGL,0
2016,3,218,KPGL,0
2016,3,220,KPGL,1
2016,3,230,KPGL,0
2016,4,214,KPGL,0
2016,4,218,KPGL,0
2016,4,220,KPGL,0
2016,4,230,KPGL,0
2017,1,214,KPGL,0
2017,1,218,KPGL,0
2017,1,220,KPGL,0
2017,1,230,KPGL,0
2017,2,214,KPGL,0
2017,2,218,KPGL,0
2017,2,220,KPGL,0
2017,2,230,KPGL,0
2017,3,214,KPGL,0
2017,3,218,KPGL,0
2017,3,220,KPGL,0
2017,3,230,KPGL,0
2017,4,214,KPGL,0
2017,4,218,KPGL,0
2017,4,220,KPGL,0
2017,4,230,KPGL,0
2018,1,214,KPGL,0
2018,1,220,KPGL,0
2018,1,230,KPGL,0
2018,2,214,KPGL,0
2018,2,218,KPGL,0
2018,2,220,KPGL,0
2018,2,230,KPGL,0
2018,3,214,KPGL,0
2018,3,218,KPGL,0
2018,3,220,KPGL,0
2018,3,230,KPGL,0
2018,4,214,KPGL,0
2018,4,218,KPGL,0
2018,4,220,KPGL,0
2018,4,230,KPGL,0
2001,1,230,LIPA,0
2001,2,218,LIPA,0
2001,2,220,LIPA,0
2001,2,230,LIPA,0
2001,3,218,LIPA,0
2001,3,220,LIPA,0
2001,3,230,LIPA,0
2001,4,218,LIPA,0
2001,4,220,LIPA,0
2001,4,230,LIPA,0
2002,1,214,LIPA,0
2002,1,218,LIPA,0
2002,1,220,LIPA,0
2002,1,230,LIPA,0
2002,2,214,LIPA,0
2002,2,218,LIPA,0
2002,2,220,LIPA,0
2002,2,230,LIPA,0
2002,3,214,LIPA,0
2002,3,218,LIPA,0
2002,3,220,LIPA,0
2002,3,230,LIPA,0
2002,4,214,LIPA,0
2002,4,218,LIPA,0
2002,4,220,LIPA,0
2002,4,230,LIPA,0
2003,1,214,LIPA,0
2003,1,218,LIPA,0
2003,1,220,LIPA,0
2003,1,230,LIPA,0
2003,2,214,LIPA,0
2003,2,218,LIPA,0
2003,2,220,LIPA,0
2003,2,230,LIPA,0
2003,3,214,LIPA,0
2003,3,218,LIPA,0
2003,3,220,LIPA,0
2003,3,230,LIPA,0
2003,4,214,LIPA,0
2003,4,218,LIPA,0
2003,4,220,LIPA,0
2003,4,230,LIPA,0
2004,1,214,LIPA,0
2004,1,218,LIPA,0
2004,1,220,LIPA,0
2004,1,230,LIPA,0
2004,2,214,LIPA,0
2004,2,218,LIPA,0
2004,2,220,LIPA,0
2004,2,230,LIPA,0
2004,3,214,LIPA,0
2004,3,218,LIPA,0
2004,3,220,LIPA,0
2004,3,230,LIPA,0
2004,4,214,LIPA,0
2004,4,218,LIPA,0
2004,4,220,LIPA,0
2004,4,230,LIPA,0
2005,1,214,LIPA,0
2005,1,218,LIPA,0
2005,1,220,LIPA,0
2005,1,230,LIPA,0
2005,2,214,LIPA,0
2005,2,218,LIPA,0
2005,2,220,LIPA,0
2005,2,230,LIPA,0
2005,3,214,LIPA,0
2005,3,218,LIPA,0
2005,3,220,LIPA,0
2005,3,230,LIPA,0
2005,4,214,LIPA,0
2005,4,218,LIPA,0
2005,4,220,LIPA,0
2005,4,230,LIPA,0
2006,1,214,LIPA,0
2006,1,218,LIPA,0
2006,1,220,LIPA,0
2006,1,230,LIPA,0
2006,2,214,LIPA,0
2006,2,218,LIPA,0
2006,2,220,LIPA,0
2006,2,230,LIPA,0
2006,3,214,LIPA,0
2006,3,218,LIPA,0
2006,3,220,LIPA,0
2006,3,230,LIPA,0
2006,4,214,LIPA,0
2006,4,218,LIPA,0
2006,4,220,LIPA,0
2006,4,230,LIPA,0
2007,1,214,LIPA,0
2007,1,218,LIPA,0
2007,1,220,LIPA,0
2007,1,230,LIPA,0
2007,2,214,LIPA,0
2007,2,218,LIPA,0
2007,2,220,LIPA,0
2007,2,230,LIPA,0
2007,3,214,LIPA,0
2007,3,218,LIPA,0
2007,3,220,LIPA,0
2007,3,230,LIPA,0
2007,4,214,LIPA,0
2007,4,218,LIPA,0
2007,4,220,LIPA,0
2007,4,230,LIPA,0
2008,1,214,LIPA,0
2008,1,218,LIPA,0
2008,1,220,LIPA,0
2008,1,230,LIPA,0
